time,location,food_<20_count,food_<20_price,clothes_<20_count,clothes_<20_price,hotel_<20_count,hotel_<20_price,transpotation_<20_count,transpotation_<20_price,entertainment_<20_count,entertainment_<20_price,mall_<20_count,mall_<20_price,other_<20_count,other_<20_price,food_20-25_count,food_20-25_price,clothes_20-25_count,clothes_20-25_price,hotel_20-25_count,hotel_20-25_price,transpotation_20-25_count,transpotation_20-25_price,entertainment_20-25_count,entertainment_20-25_price,mall_20-25_count,mall_20-25_price,other_20-25_count,other_20-25_price,food_25-30_count,food_25-30_price,clothes_25-30_count,clothes_25-30_price,hotel_25-30_count,hotel_25-30_price,transpotation_25-30_count,transpotation_25-30_price,entertainment_25-30_count,entertainment_25-30_price,mall_25-30_count,mall_25-30_price,other_25-30_count,other_25-30_price,food_30-35_count,food_30-35_price,clothes_30-35_count,clothes_30-35_price,hotel_30-35_count,hotel_30-35_price,transpotation_30-35_count,transpotation_30-35_price,entertainment_30-35_count,entertainment_30-35_price,mall_30-35_count,mall_30-35_price,other_30-35_count,other_30-35_price,food_35-40_count,food_35-40_price,clothes_35-40_count,clothes_35-40_price,hotel_35-40_count,hotel_35-40_price,transpotation_35-40_count,transpotation_35-40_price,entertainment_35-40_count,entertainment_35-40_price,mall_35-40_count,mall_35-40_price,other_35-40_count,other_35-40_price,food_40-45_count,food_40-45_price,clothes_40-45_count,clothes_40-45_price,hotel_40-45_count,hotel_40-45_price,transpotation_40-45_count,transpotation_40-45_price,entertainment_40-45_count,entertainment_40-45_price,mall_40-45_count,mall_40-45_price,other_40-45_count,other_40-45_price,food_45-50_count,food_45-50_price,clothes_45-50_count,clothes_45-50_price,hotel_45-50_count,hotel_45-50_price,transpotation_45-50_count,transpotation_45-50_price,entertainment_45-50_count,entertainment_45-50_price,mall_45-50_count,mall_45-50_price,other_45-50_count,other_45-50_price,food_50-55_count,food_50-55_price,clothes_50-55_count,clothes_50-55_price,hotel_50-55_count,hotel_50-55_price,transpotation_50-55_count,transpotation_50-55_price,entertainment_50-55_count,entertainment_50-55_price,mall_50-55_count,mall_50-55_price,other_50-55_count,other_50-55_price,food_55-60_count,food_55-60_price,clothes_55-60_count,clothes_55-60_price,hotel_55-60_count,hotel_55-60_price,transpotation_55-60_count,transpotation_55-60_price,entertainment_55-60_count,entertainment_55-60_price,mall_55-60_count,mall_55-60_price,other_55-60_count,other_55-60_price,food_60-65_count,food_60-65_price,clothes_60-65_count,clothes_60-65_price,hotel_60-65_count,hotel_60-65_price,transpotation_60-65_count,transpotation_60-65_price,entertainment_60-65_count,entertainment_60-65_price,mall_60-65_count,mall_60-65_price,other_60-65_count,other_60-65_price,food_65-70_count,food_65-70_price,clothes_65-70_count,clothes_65-70_price,hotel_65-70_count,hotel_65-70_price,transpotation_65-70_count,transpotation_65-70_price,entertainment_65-70_count,entertainment_65-70_price,mall_65-70_count,mall_65-70_price,other_65-70_count,other_65-70_price,food_70-75_count,food_70-75_price,clothes_70-75_count,clothes_70-75_price,hotel_70-75_count,hotel_70-75_price,transpotation_70-75_count,transpotation_70-75_price,entertainment_70-75_count,entertainment_70-75_price,mall_70-75_count,mall_70-75_price,other_70-75_count,other_70-75_price,food_75-80_count,food_75-80_price,clothes_75-80_count,clothes_75-80_price,hotel_75-80_count,hotel_75-80_price,transpotation_75-80_count,transpotation_75-80_price,entertainment_75-80_count,entertainment_75-80_price,mall_75-80_count,mall_75-80_price,other_75-80_count,other_75-80_price,food_>80_count,food_>80_price,clothes_>80_count,clothes_>80_price,hotel_>80_count,hotel_>80_price,transpotation_>80_count,transpotation_>80_price,entertainment_>80_count,entertainment_>80_price,mall_>80_count,mall_>80_price,other_>80_count,other_>80_price
104-08,台中市,1134,1297843,144,293961,190,823739,306,190448,471,2838863,936,2274534,314,1253923,20367,28746218,3560,7959157,2927,10462492,8904,5509662,10799,35962240,15157,42827816,8402,34417952,73308,118927600,9509,23043895,9135,42619908,34444,25090806,26731,87896067,45625,144997092,26827,118644448,135017,224472628,17900,41683367,14717,68936659,63433,52209629,32535,129513248,76256,234635168,50095,212448348,170901,277302966,18550,45189095,18183,89682718,69468,63232204,35430,146363512,89252,255195356,71559,261165847,164922,275866069,13922,37627960,18353,97308022,61129,58294257,33493,154543350,78557,234944932,69177,275956945,158216,271924808,11727,38223293,17297,94343551,53559,53171525,28965,161023878,68898,225352003,62620,279928070,120294,215544610,7778,28349586,12415,69660640,40810,43973244,19321,135540629,46855,171845252,46896,223958792,74811,137170392,4350,17638043,6827,41850210,24341,26170066,10746,87916653,25693,98490910,29606,147529353,46901,83270123,2115,8812087,3703,23285994,13619,13154058,5998,54100636,14143,53338988,18023,87034274,19602,30780106,656,2790875,1457,9088285,4718,4960045,2233,23440844,5110,18511660,7293,35989605,7229,11146377,211,803618,507,2759399,1354,1269310,713,6796715,1661,6986422,2564,12828668,3085,4529700,61,280513,188,827582,513,465561,271,3121543,744,2615134,1110,6207156,1718,2885374,152,507550,253,1559082,238,300496,370,3657326,562,2118255,860,5451388
104-09,台中市,978,1093210,264,530476,315,749291,385,199874,469,1970536,917,2798017,269,1049413,19006,24500769,5147,10696742,3881,10725687,8779,5447697,10380,33607205,17680,62490526,8076,31990738,65767,108147816,13659,32025133,11582,43820811,32681,24429827,25647,87585185,56450,258701172,25109,113179178,122735,210341107,22772,53854204,19429,83421525,60783,49299012,31760,131643355,95933,465593056,47845,198504814,151704,245257548,21074,51961440,22145,101973731,66603,61707850,32689,137193425,104589,498779476,68472,252456822,144303,272500311,14382,40517187,19708,95097350,58228,57033681,29762,135010521,87891,459616088,64655,245094718,139494,233847238,12101,38283998,18659,90773040,52280,52490067,26425,131426908,77323,440691270,59680,251260987,108112,225293468,8541,31369476,14108,74372895,40453,40692647,18945,126856296,53086,338366757,45047,216927177,69830,141224812,4777,18959038,7967,47183013,24867,25401144,11174,97617960,31595,220498588,28847,139436286,43899,79137362,2581,10359651,4377,27510411,13989,15010864,6329,59251123,17479,124986207,18054,85740121,18373,28617902,809,3056334,1552,9421731,4991,4814848,2547,29993415,6208,41518674,7307,35870423,6865,10721617,202,769123,578,3181967,1470,1296675,853,9613793,1990,13154862,2425,12396455,3121,4412899,63,204559,224,1128521,544,587436,385,3891768,863,5389082,1133,5670349,1577,2625641,169,813741,249,1237908,268,451655,397,2571826,605,5867502,819,6197603
104-10,台中市,920,1139877,300,489255,224,716245,460,315535,404,1445700,953,2860459,263,1085617,17996,21212318,5797,12386195,3709,11984690,9367,5839052,10888,40358869,21865,78412711,9516,53131747,62045,96237854,15712,37445122,12068,47266910,34227,25872882,26124,93320393,72255,301460721,30169,170599038,116164,180142080,25814,62511916,20309,94440184,63324,51460726,33397,155679786,119468,498584606,53168,254813927,147191,218802114,24110,62413234,23348,108409959,68828,61796468,34675,158029532,131402,524357606,73293,303175282,140482,225767418,15813,44515573,19434,96860513,59425,57977237,31207,151369891,109435,456792238,69028,296468700,134036,213515181,13209,42175751,17728,88170973,52967,52806368,27919,155709787,94691,448300035,62913,297488937,102340,167211374,9307,33519851,13062,66925516,40392,43970217,20286,137414925,67186,347217290,47843,240243360,66985,130124188,5350,21170845,8200,53109267,25451,27195359,12092,103359983,40245,224286322,30661,161398403,42473,71945487,3005,12133144,4787,30976421,14404,15983228,7069,73554628,22440,128008545,18817,98089967,18345,28980090,941,3347512,1768,11156625,5018,4910610,2795,31728821,8432,44882055,8025,41614563,6820,10061690,279,1108361,613,2721939,1522,1211775,897,11870756,2698,13635234,2622,16110574,3156,4368634,70,320168,255,1785304,554,609324,429,5168582,1151,5114106,1113,7878512,1704,2793079,188,716891,262,1825758,272,475194,416,4416291,804,3928808,812,5865517
104-11,台中市,863,945769,310,574650,225,849967,458,240039,345,1136663,772,2320837,241,891068,17595,20127163,6140,13058668,3847,12064457,9428,6118584,10227,35197027,13839,39567443,8872,45203131,60582,94801363,15721,36491760,12992,58036705,33921,24948624,25089,89087116,39720,125245225,27964,152607175,112803,189833821,25690,59790678,22676,107575138,61956,48868867,31667,145210414,65479,199500862,50298,241663958,142557,239224407,24582,61608133,25636,133444157,67701,61341058,33492,144837556,76987,243865371,71145,307493657,136102,247816842,16316,46959749,21292,113230592,58178,56489630,29743,141238735,65748,214297461,67001,288153114,129728,224997070,12998,41692363,19658,112913320,51669,52140014,26609,144530010,56499,207535037,61738,291480850,99342,176071217,9151,33328674,14898,92450722,39753,42796193,19264,124911468,38410,156133417,46425,244227162,63935,129965896,5008,19586017,9529,66195441,25277,27388923,11560,88484284,22636,93894941,29907,156441426,40788,73047172,2639,11155947,5530,39098958,14314,15636250,6895,63014511,13037,52470948,18778,94386186,17751,29375968,862,3193014,2092,15778486,5103,4763756,2699,27567561,4858,19282673,7708,41326544,6557,10331474,210,862992,683,3662136,1537,1267913,812,8092873,1545,5844276,2496,15372958,3005,4924008,73,320470,274,1610031,596,426467,390,4839402,703,2810465,1178,6870111,1561,2348049,215,825539,258,1917994,277,297946,401,5408224,543,1995396,894,6526129
104-12,台中市,1104,1404885,370,705040,247,783015,585,391396,479,2159033,1124,2758947,292,1513409,20342,23835175,6847,14668834,4383,13634756,10776,6609392,11542,36759653,19035,52009181,10170,46292018,67754,106594070,17239,39850049,13585,58545587,37870,27893540,28410,99301832,53922,166252161,31315,146516169,122952,211955262,28297,67341547,23020,110884876,67968,55450177,34585,149918451,86992,272444881,55452,242369634,154575,268558446,28313,70549379,26076,128024598,74857,68903942,37706,164274635,101532,315405054,76699,316047612,147103,258981047,19997,57301880,22226,119355841,65287,61967770,33331,166103395,86768,295903053,72452,305731859,138902,250100751,16200,52473741,20141,111526772,58249,57546615,29852,162713567,75190,284557416,66657,325051697,106783,194807756,11047,40619769,15323,91296966,44802,48751493,21610,142739863,50672,212159022,50901,277442521,68941,140166404,6251,25759581,9683,68223979,28124,31431229,12485,90968812,29228,138953016,32703,184537766,44835,86985499,3355,14346476,5674,40583791,16108,16477563,7087,55570190,16513,73175093,20273,113464639,19900,33027018,1094,4215020,2173,14766191,5794,5456358,2769,23110601,6596,29020591,8668,46787621,7186,12386076,281,1218816,760,4903815,1776,1556527,854,6557094,1937,7804490,2780,16098723,3308,5235485,102,394944,276,1593669,628,467587,379,2929305,885,3559133,1257,7129974,1789,2848076,232,951685,307,2204473,338,681330,426,2784271,678,2930443,1007,8025180
105-01,台中市,1929,3368345,563,1209658,389,2669215,1941,1343561,991,6060995,1558,4012504,707,2555523,41313,58038850,13205,28974206,7363,24277867,33215,19356766,19346,67228260,28894,71954392,19372,65324596,128066,215246494,35037,83905811,25381,99944263,111722,77006727,47799,189790918,80364,240484478,57437,231948806,226088,397499929,56097,136598768,44418,198584237,177554,139428551,62952,279962877,126939,383704289,96912,394297169,292004,513338229,62154,154206801,52801,242209852,199103,170399432,71714,348286905,146605,448662099,122134,507679407,284764,534617019,49755,134439396,47057,225716518,176451,159114401,68190,409009376,128838,427814877,109302,498994119,279965,535744612,40787,123551631,45925,227957576,166565,157597325,62842,432270951,112947,408892065,98893,490579325,215485,433877643,26342,91358123,34757,185462923,130787,125526484,44206,345456321,76142,309320915,74016,406769936,139468,296788610,13810,55876330,22031,127917754,84655,83065721,25288,207295486,43541,198228421,46990,275131757,91062,186044057,7072,28307641,13166,80578189,49357,45830759,14315,118778585,24413,107149884,29606,181452798,40988,75041940,2340,9078917,5379,30382927,20243,17647074,5877,55380344,9425,41227106,12293,70436067,14763,25877669,627,2754253,1604,7578114,6168,4912079,1722,15962692,2733,12025673,4027,24632364,6927,11786352,181,1120229,613,2726887,2293,1801300,725,6780444,1216,4536143,1761,10471132,4479,8059192,581,2206706,656,4894158,1802,1840931,1005,9341953,1060,3959997,1743,12766503
105-02,台中市,1785,2538440,627,1412472,357,1495038,1666,1078486,1080,5035052,1579,3995561,644,2052255,35931,52501785,12477,28835067,7012,22718278,27965,16635189,20537,68295931,29448,81589360,18046,60272159,116516,197618404,30933,75301265,23262,88238714,92600,64697591,48772,170380694,80504,253610268,52525,208824423,204196,343559407,45920,111769841,40519,167750705,148316,111476284,61657,245901012,120688,363327729,87275,351290272,260701,437790011,50254,122378760,47952,205607633,165875,136744296,70783,301185713,136719,405979668,108523,445112129,258801,455862977,42176,106632898,44064,194890870,146525,128492512,67527,340012089,122187,371950075,95657,421037978,259300,467273454,36412,105133125,42947,203627848,138410,121861041,62964,421170012,110487,375404469,84969,414521372,203253,382366204,23495,75390029,32404,158876926,110273,103061887,43916,348874588,76003,282476871,62998,339953768,129732,265163379,11467,43777800,19990,105090009,71886,65973173,23815,187019049,41311,170695744,39200,231002619,82842,158317517,5832,21747086,11797,64948948,40974,36457400,13098,94046529,22256,92668978,23914,142860359,37854,69893883,1733,6758052,4684,26673638,16685,12876007,5180,37698907,8535,33709213,10439,59907490,13252,22869128,525,1943662,1341,7341451,4777,3503651,1562,10238322,2350,9345893,3315,18972115,6102,10724144,168,704349,597,3022236,1850,1942430,663,4583250,1024,4074784,1435,8187441,4114,7749013,467,1777500,629,4145591,1467,1502643,996,8498596,952,3318228,1515,11572287
105-03,台中市,1864,2775225,499,889706,364,1915776,1995,1553478,936,4310318,1286,2721399,690,1859569,38011,51740538,9864,20020981,6264,17850317,34001,20032649,18921,57837808,27262,71746636,19195,61522294,114140,180256358,24302,55721769,21040,69981431,106889,76753835,44874,175177836,70826,238425555,56161,227421506,194480,306313873,37631,88314222,35456,133964241,168800,135095187,55681,265012580,102247,378375472,95162,393057544,244816,390825498,37219,90439810,39325,149400830,189239,171873267,61693,292895889,110042,411768012,122308,481913972,236964,380581078,26881,68842506,35120,142460926,168110,156306961,56069,287095185,91590,369108585,110691,470005907,230569,363834015,22569,64603052,33128,136136454,159132,151919701,51517,298126969,81739,363801381,98770,464743307,181310,306774622,15472,52781715,25477,111886151,126718,132280012,38237,270356590,58032,279336355,74451,395584249,118858,204137477,9090,36372185,17278,86429734,82306,81886508,23623,204410116,35277,183974081,48371,271025814,77558,126674930,4686,19484182,10184,50061056,47960,48623149,14278,137939611,19914,114835260,30923,165071853,36816,57083057,1634,6018114,4225,22758743,20520,17742357,5995,72899159,7930,41011073,13347,74258038,12473,18539395,452,1747722,1286,5738712,5958,4625653,1841,20933323,2288,12040791,4070,24155712,6080,8663059,150,545619,485,1764117,2341,1852126,847,10288206,1011,5716118,1971,10067991,3756,5574171,341,1390857,547,5088860,1841,1820412,981,10003616,793,3421175,1798,15798038
105-04,台中市,1890,2997667,549,982223,422,2515949,2006,1332369,909,3688051,1501,3380712,709,1864933,37770,47571148,11876,22077948,6410,21111692,34148,19958082,18062,54014328,28943,72518326,18646,63074121,116388,177448028,30636,65640930,21685,82513422,106441,75818474,44822,163758272,78323,241015154,54649,215501947,199694,306537066,49389,109030466,35587,147935609,168022,135372939,56435,240662465,115749,357474579,90191,372929217,253927,389501476,51208,116394972,40934,177866947,187521,167546433,63904,281397091,126084,385294758,112659,471799203,244302,384800824,38088,93341224,36172,163945202,166088,158297138,59549,291171872,106787,341766764,101252,450858761,238726,367788798,30789,84576475,34798,167740948,155045,150787090,54148,307623615,93926,331976888,90878,454567083,185096,307696510,20335,64560897,26788,128830856,122832,124460375,39646,275475268,64897,256639922,68096,371725303,120097,214034616,11042,39465830,17120,93661881,78235,77827542,23604,213949346,37703,162479013,42909,248086930,77091,128216737,5881,22700861,10186,55911133,45559,44795494,14015,143547317,21549,91667087,27167,152348857,35838,56364717,2068,6820357,4287,27006203,19339,15631277,5845,70054894,8374,33026751,11825,64776870,12197,17720328,558,1777780,1231,6216662,5504,4392648,1876,25980557,2393,10948746,3870,22860808,5858,8581127,163,637040,541,2822573,2179,1756068,796,10174305,1166,5141854,1692,9168829,2492,3627602,71,259722,236,1160003,594,839003,295,4055994,371,1517949,685,3853173
105-05,台中市,2002,2582691,578,982230,367,2247140,2053,1390678,942,5677307,1487,3012090,746,1974171,40959,55068192,12437,23102495,6343,19521420,37377,22555236,19075,57272819,29326,69290280,21421,65545028,124724,206313704,31000,67099175,21921,82054928,114492,83616538,46373,166261639,75425,208315582,59217,221578198,213002,341555933,47058,103800712,35650,149232542,176947,146268206,56962,245172333,108143,293747648,95225,390863070,269333,421148606,49315,110289859,40053,176761519,197058,181031240,64079,301563232,117680,329122308,115942,488495475,257695,406657959,37819,90469110,35536,161092496,173315,171522477,59373,322740861,99542,294517479,102546,481459465,249684,395754181,31195,85992123,33365,155333396,162164,161677393,54393,351918493,88617,292683991,90835,472873261,195319,329140851,21062,65487142,25783,120202123,128432,133203004,39494,304301469,62910,227416874,67379,381217602,125803,219288434,11548,40340791,16629,86927744,81969,85128869,23713,219231082,37006,140907529,42004,267241146,80641,132466120,6117,21485697,10018,53938696,47684,46222809,14370,154435101,20722,81163986,26551,168765647,37787,58325207,2140,7109246,4078,25033558,20289,17830977,6247,80136745,8567,33276775,11874,76582397,13046,20065465,595,2059378,1189,6129071,5857,4893505,1905,28453373,2421,8077224,3696,23994709,6118,8975644,189,765113,514,2585574,2322,1903532,827,11792888,998,3441100,1734,8507955,2656,3881731,62,223611,215,1035584,624,632539,314,4243900,399,1370338,682,3571310
105-06,台中市,2278,3113141,688,1185570,478,1673868,2217,1590864,1147,7575853,1702,3424392,1038,2289915,43223,54747851,13069,23616113,7692,23526104,39270,24463935,21319,68889682,29081,63511493,26273,67352173,127365,193061041,31468,65029023,23089,90375903,120415,89086832,49173,167629804,75863,196800606,70033,230926171,216594,325139689,48191,102783073,37762,161023686,181994,154944444,60057,247158053,110105,292389922,110639,393323855,279119,414274111,50924,112643357,44025,192350552,206813,195690876,68234,328214614,124661,334910177,136648,501740014,271926,422152091,39654,93823020,38942,177443729,183291,186236005,63897,389074793,106792,308080832,124094,501592362,265735,414254497,32822,87822755,37268,175176914,172765,178965671,58984,421697472,95827,310384227,110263,508388644,210851,356501899,21370,65772300,28945,137793238,138405,149759248,42259,324956870,65593,233845070,81721,409936775,135538,231535838,11532,39177085,18649,103067029,88551,98540007,25009,214218456,37642,145394572,50697,294441995,87782,140657409,5891,21310489,10993,60645274,51101,54003717,14665,144949865,21387,84859334,31516,181910015,42420,63995457,2039,7214378,4520,25912561,21529,19758200,6352,71670248,8858,34039639,14381,80533835,14233,20169890,510,1684782,1421,6295709,6251,4795967,1853,21448807,2493,9210515,4228,30079698,6876,9359256,167,493802,613,2501191,2437,1923991,896,11345462,1165,4164658,1899,11973467,4276,6886206,465,1588894,584,3475253,1881,2038098,1014,8885480,982,3395386,1839,13745277
105-07,台中市,2430,3153444,638,1013531,567,2522983,1929,1709207,1119,7113655,1828,3599046,959,2333184,44785,56429106,12059,21403881,7905,22376281,37145,23435071,19999,58235529,29695,68390106,26290,66705704,141318,220329394,31815,65218341,24562,90700648,119365,88746678,49696,163967493,80944,217239985,72687,235465510,235214,353573759,48680,101149802,39139,162560341,181631,152589062,60489,232409268,116757,311801533,116819,406370770,300190,437374825,53351,111852846,46855,202526053,204790,189692596,71278,331223054,133302,350704680,147341,534308287,292719,439817435,42923,95926610,43532,197307891,182387,183222142,69991,408223415,117556,318845488,133991,528424033,285787,446474184,35259,87240235,41799,193441157,170283,172653914,63723,432790322,103901,320757584,119121,520555288,223705,360745450,22946,67395328,30708,146405747,133671,143446438,43804,322945084,70127,242680278,85959,425534088,142527,252222806,12079,40181996,19220,106968452,85893,93304571,25289,190488558,39288,150177603,52125,291369450,90939,149778148,6108,20800372,11000,56611882,48966,50438772,14279,118534318,21043,85723691,32021,175437253,43858,65364485,2154,6912641,4482,22677414,20935,18942999,6114,57194134,9348,36028221,13940,79020183,14376,25494723,534,1713553,1452,6606417,6035,4745352,1784,16518367,2364,8793468,4132,24866226,7018,9518361,205,868939,577,2143048,2226,2034858,774,7678304,1124,3541570,1916,11906530,4607,7147598,496,1392446,573,3001852,1935,2120489,1006,8561468,983,3192192,2093,14016585
105-08,台中市,2367,3676868,597,991215,598,2722386,2127,1461572,1273,7174189,1818,3721973,1007,2721655,44361,59017774,10375,18544575,7492,22223243,37409,22784499,20378,57796158,27676,60012823,24541,65366681,135482,233384166,25647,52774323,23246,80411366,120080,83736830,49584,165078187,70220,170487705,68222,237568483,222125,368926277,39199,82935086,36643,147574896,184207,148453886,58254,225569006,95468,232194381,105540,405447200,281178,455933903,43857,91519845,44161,180974595,213674,186076351,67500,284622853,107200,258232303,130321,505230715,273847,473025691,35672,78012882,42331,180248143,198155,185627480,66080,351759940,94273,229824608,119774,505916421,269444,456798445,31236,79502004,41381,183114902,189700,179835808,61803,448234783,85810,236658516,107052,504851842,211903,374056497,21155,61357570,30261,140206795,150548,148357527,44093,372629839,59854,185186652,79385,418494863,136605,247447001,11420,37534351,18279,89584134,97300,97160068,25288,216749388,34698,114998727,48368,276810612,87239,152028002,6037,20879642,10674,54252109,56987,52679657,14415,134338747,19252,62753431,30242,175261454,42247,69940774,2162,6936471,4611,23110590,24669,19863428,6393,65262852,8050,24341515,13899,80520185,13759,34287062,511,1153907,1348,5470495,7278,5882610,1886,21650682,2293,7092444,4115,24727392,6481,9719724,178,696425,589,2243587,2529,1937954,771,9428089,1057,3199410,1936,12147393,4389,7297682,415,1266211,601,3162549,1991,2071303,1025,8927171,933,3022970,1990,15658451
105-09,台中市,2541,3508196,626,1031701,566,2253238,2235,1586161,1114,4067256,2054,4553996,1027,2490206,42223,52549685,9356,18035128,7454,20715324,34507,20596751,19324,53071346,32714,94511526,23269,71611346,128793,204073932,23932,53791554,22122,80007345,110458,80216591,47284,157877552,91317,343696407,63786,243059062,214020,327452898,36536,82421937,33872,138805949,166134,134939540,54829,218563544,130632,546052262,96220,380834622,272066,409631329,37886,85906348,39789,160181526,190253,170844817,60568,252546605,141827,608231887,115570,468585496,265064,408294365,28691,68774777,36316,150963813,174863,165638139,56918,267821998,119912,535324894,105709,461566394,258295,402918127,24337,64473453,34725,149534918,168618,161951144,52861,324223696,106239,518964076,95846,472906339,203366,333782810,17315,53753896,27053,118317961,135342,135984613,39451,306593035,75812,423427442,71001,392765607,130897,238558683,9478,33305511,16851,86128917,87218,88798175,23413,212838110,45128,281699332,43765,265462120,84127,138113382,5100,20036657,9753,49357166,51241,50263760,13657,151502115,25087,166148231,28114,173078173,40755,64483557,1811,6593955,4146,20872650,22626,19975339,6112,73876641,10574,70358498,12713,77813508,13329,27487885,411,1475350,1200,6201366,6507,5071351,1860,25907581,2693,16820444,3901,23985298,6372,9276004,169,706317,539,2209049,2372,1982908,766,11179130,1167,7247293,1807,10387858,4210,6762175,357,1304759,525,2977834,1862,2150979,999,11063129,962,4679661,1760,14520248
105-10,台中市,2311,2718313,633,1067664,408,1835896,2321,1465835,1131,4686937,2067,4776021,1128,2221135,42172,50346354,10427,20707443,7243,21033118,36916,21942845,24271,53996937,38695,103201431,25362,72850210,130989,195582961,27898,66197618,24588,87122143,117455,85731160,62900,176221233,105425,335732797,71418,262719698,216973,319534170,40846,96614721,38892,154454200,177255,149793308,70436,240397623,148555,486273048,110152,442686243,279077,403745608,42628,100599373,44922,185566642,205447,191240107,73158,287731847,158639,526325104,131511,538021546,273209,408295639,32452,81934961,39958,170476795,190614,183210540,65782,288741807,134101,467811307,117327,512318660,261877,394064679,27049,76819814,37030,156246556,181512,179645221,59406,302826264,116988,449421338,102585,502294082,208776,334817639,18547,60229596,29322,133359288,146705,147051137,44557,297537494,85113,370831059,76782,415296382,136854,233055733,10668,40344499,19292,99567858,96683,98870895,26964,228323589,50242,242020874,47014,291655969,88455,138953635,5578,21089095,11269,60000872,57689,56836615,16140,163822421,28616,138511556,29558,179902227,44342,63647784,2002,7297406,4975,24434667,26182,21711675,7250,85983640,12161,57067372,13937,88860385,14458,20668841,442,1267138,1465,7352701,7689,6141500,2212,27757390,3183,16184408,4351,26429018,6819,9232909,176,1503583,595,2560165,3130,2209202,908,12430074,1473,6778681,1958,12205999,4439,6426150,404,1602969,599,3473803,1996,2323013,1132,11129119,1201,4762897,1925,16467699
105-11,台中市,2022,3564420,609,1150761,378,1564132,2387,1518216,1062,4455210,1580,3131039,910,1877530,36931,42576425,10564,23480400,6744,20096265,38077,21281429,24874,57864185,27038,58647230,23647,68126447,110889,166376183,26370,64454261,24174,90474244,118391,85996799,66915,186928013,70636,177086259,67952,245805711,178412,241178169,39657,99034554,38897,170609179,178784,146841636,73860,267849376,96192,246146001,107486,407823002,232484,309628816,43767,111956461,46695,207076474,210949,188697131,75505,302177356,107732,288255587,137059,514474047,233973,321714261,33999,94809768,41908,202045050,194190,190799614,68253,306835697,94003,272331099,127387,533645338,226479,325312813,26957,82972177,38791,186046703,182391,179474347,60231,311116842,80411,257860557,111072,503862300,179778,270783114,18546,65543498,31275,156153249,145876,148228409,45247,285451820,56750,198722750,83573,424915736,117392,200809490,10458,40539490,21361,120738369,94577,99403167,27671,216184501,33268,125131567,52611,301055525,76632,114476574,5578,23950788,12937,73537963,56159,56722378,16003,140480905,19350,71527630,33663,196822530,39315,51679564,2088,7761125,5772,32643052,25896,22792135,7363,71843816,8443,33679236,15565,87936899,12835,26067740,445,1542298,1680,8655100,7530,6079686,2047,21706809,2276,8085246,4803,28413305,6375,8491274,201,1142375,663,3450579,2953,2119008,921,9902525,1069,3137991,2124,11417595,4178,6155906,444,1782876,695,3901723,2047,2135366,1121,9457505,931,3402827,2022,16124618
105-12,台中市,2554,3875761,802,1428107,438,2083425,2543,1737315,1195,4469086,2067,4405003,1018,2288125,41897,51206005,13307,28684865,7469,22837195,40001,23951252,25216,62884378,35590,77259919,24932,69654543,123676,186184363,34150,83104717,25470,98441811,124723,96805955,67644,186227964,94039,242242811,71015,260025873,194963,270111971,49635,119466363,39502,178925011,185097,160616190,74435,255366332,129118,341353888,110054,442400521,251897,348861311,56067,137246206,47183,208582841,217228,204407177,79215,310443727,146040,401785774,141165,577390332,253660,359145000,46313,121791813,43272,201614425,201558,206844650,72505,329648830,129616,379240948,131693,580748520,242539,361896420,37402,110477288,39993,182231972,188306,194589414,63272,317671763,109456,361522277,115658,578511218,193346,292569997,25541,87279685,32162,157913072,150795,158987980,47376,271864511,76423,280305690,87567,477486944,124296,211506278,13875,52560413,21312,116504293,97762,107980460,28338,190542838,44782,178300995,55077,344889804,81217,125976700,7434,30857197,12750,69431348,58097,60646250,16469,122360650,25073,99942728,34696,213073242,42355,57366035,2841,9665569,5924,31447472,26863,24176842,7373,57342479,11193,45006689,16829,101367430,13555,18790469,757,2571896,1657,8585083,7708,6208330,2016,15820505,2951,11809692,5162,32775236,6897,9077520,268,1102056,727,4061541,3038,2376523,941,7094424,1425,5486305,2197,15115799,4530,6566539,563,2161339,701,4631232,2153,2266760,1166,9363137,1162,4187998,2204,16691469
